CustomerID,Recency,Frequency,Monetary,Churn,Cluster,Segment,Churn_Probability
12444.0,20,5,5005.46,0,1,Loyal Customers,0.14725011353804565
12445.0,21,1,133.4,0,0,New Customers,0.5175174310079967
12446.0,57,1,1002.3100000000001,0,3,At Risk,0.5159251026159098
12447.0,242,1,476.49,1,2,Lost,0.5168887392203073
12448.0,43,1,449.45,0,0,New Customers,0.5169382903606788
12449.0,21,4,4067.29,0,1,Loyal Customers,0.21386571677570204
12450.0,155,2,197.88,1,2,Lost,0.40659863668301466
12451.0,10,5,9035.52,0,1,Loyal Customers,0.1435751381073686
12452.0,16,2,430.57,0,0,New Customers,0.4061867032856997
12453.0,133,1,707.09,1,2,Lost,0.5164661484232733
12454.0,55,1,3528.34,0,3,At Risk,0.5112942847204571
12455.0,72,6,2466.86,0,3,At Risk,0.10107161916615634
12456.0,43,3,3181.04,0,3,At Risk,0.29993531395217704
12457.0,65,7,2363.23,0,1,Loyal Customers,0.06708940710908569
12458.0,70,2,947.4,0,3,At Risk,0.40527222687142195
12461.0,93,2,826.88,1,3,At Risk,0.40548541584381836
12462.0,18,2,1189.59,0,0,New Customers,0.4048439227670054
12463.0,52,4,1344.78,0,3,At Risk,0.21724392876645482
12464.0,9,8,1212.05,0,1,Loyal Customers,0.04429806779052806
12465.0,16,2,742.1899999999999,0,0,New Customers,0.40563524611774393
12468.0,187,2,729.5400000000001,1,3,At Risk,0.4056576275179811
12471.0,1,30,19824.05,0,4,Champions,2.1354706835757395e-06
12472.0,31,7,6572.11,0,1,Loyal Customers,0.0651819178243176
12473.0,28,5,3938.5499999999997,0,1,Loyal Customers,0.14823595748418664
12474.0,16,18,7375.79,0,4,Champions,0.0005034944835209291
12475.0,53,1,723.38,0,3,At Risk,0.5164362949493335
12476.0,15,11,6816.42,0,4,Champions,0.011479557731513127
12477.0,22,6,13219.74,0,1,Loyal Customers,0.09412450513340177
12478.0,3,1,680.99,0,0,New Customers,0.5165139797110121
12479.0,10,1,527.2,0,0,New Customers,0.5167958116122944
12480.0,27,4,3281.63,0,1,Loyal Customers,0.21483665721777281
12481.0,22,10,5596.32,0,1,Loyal Customers,0.018003560659651793
12483.0,16,8,2484.98,0,1,Loyal Customers,0.04390427477524835
12484.0,32,6,4541.72,0,1,Loyal Customers,0.09969659933811961
12488.0,9,3,1298.66,0,1,Loyal Customers,0.30284383516750263
12489.0,335,1,334.93,1,2,Lost,0.5171481459979249
12490.0,4,10,5417.93,0,4,Champions,0.0180267195141572
12491.0,38,1,460.40000000000003,0,0,New Customers,0.5169182243879205
12492.0,62,2,263.21000000000004,0,2,Lost,0.40648296904874676
12493.0,165,2,433.74,1,2,Lost,0.40618109231337
12494.0,15,7,1246.1000000000001,0,1,Loyal Customers,0.06760433153934578
12497.0,81,1,1043.1,0,3,At Risk,0.5158503443557345
12498.0,20,3,403.70000000000005,0,0,New Customers,0.30423224529355614
12500.0,22,11,4257.82,0,1,Loyal Customers,0.011694591410444448
12501.0,336,1,2169.39,1,3,At Risk,0.5137858571358637
12502.0,95,5,3723.87,1,3,At Risk,0.1484349832464455
12504.0,17,2,482.04999999999995,0,0,New Customers,0.4060955855426159
12506.0,232,1,73.5,1,2,Lost,0.5176271885249494
12507.0,133,3,1304.81,1,3,At Risk,0.30283430667376465
12508.0,25,2,398.27,0,0,New Customers,0.40624387641853615
12509.0,283,1,176.5,1,2,Lost,0.517438455855181
12510.0,142,2,982.5699999999999,1,3,At Risk,0.40521002105377096
12512.0,65,2,138.03,0,2,Lost,0.40670461099698785
12513.0,112,1,612.29,1,2,Lost,0.5166398790082156
12514.0,266,1,1017.68,1,3,At Risk,0.5158969331858342
12515.0,352,1,383.7,1,2,Lost,0.5170587766717005
12516.0,77,2,1312.06,0,3,At Risk,0.4046273941818892
12517.0,27,5,2502.84,0,1,Loyal Customers,0.1495711758529454
12518.0,0,5,2056.89,0,1,Loyal Customers,0.1499879244910497
12519.0,63,1,340.84,0,2,Lost,0.5171373161870817
12520.0,78,5,2634.26,0,3,At Risk,0.14944854358750498
12521.0,142,1,599.68,1,2,Lost,0.5166629878059934
12522.0,38,2,192.72,0,0,New Customers,0.40660777297324957
12523.0,18,11,1789.77,0,1,Loyal Customers,0.011905784832497643
12524.0,8,8,4485.72,0,1,Loyal Customers,0.04329207001407781
12526.0,0,3,1316.66,0,1,Loyal Customers,0.3028159473713104
12527.0,81,3,348.71000000000004,0,3,At Risk,0.3043176716250695
12528.0,8,6,1933.48,0,1,Loyal Customers,0.10142780229962362
12530.0,59,4,1662.28,0,3,At Risk,0.21684798291664129
12531.0,14,1,125.22,0,0,New Customers,0.5175324196970136
12532.0,29,1,349.83000000000004,0,0,New Customers,0.5171208423830381
12534.0,130,1,1089.18,1,3,At Risk,0.5157658899445947
12535.0,91,2,716.35,1,3,At Risk,0.40568096474726123
12536.0,42,3,12601.830000000002,0,1,Loyal Customers,0.28562263143891925
12538.0,28,1,363.95,0,0,New Customers,0.5170949679905612
12539.0,21,4,5568.35,0,1,Loyal Customers,0.212019557888832
12540.0,19,17,13400.24,0,4,Champions,0.0007535400216241732
12541.0,29,3,981.18,0,3,At Risk,0.3033359525549103
12544.0,35,1,372.7,0,0,New Customers,0.517078933884056
12545.0,74,2,1000.39,0,3,At Risk,0.40517850365782165
12546.0,46,2,1161.5,0,3,At Risk,0.40489359148442283
12547.0,197,2,207.79999999999998,1,2,Lost,0.40658107252365006
12548.0,165,1,95.19999999999999,1,2,Lost,0.5175874268157337
12550.0,78,1,964.83,0,3,At Risk,0.5159937938138804
12551.0,357,1,168.0,1,2,Lost,0.5174540310704164
12552.0,38,2,437.82,0,0,New Customers,0.4061738706563241
12553.0,7,10,3692.28,0,1,Loyal Customers,0.01825226092093577
12556.0,49,2,603.71,0,3,At Risk,0.4058802774326688
12557.0,15,5,11990.960000000001,0,1,Loyal Customers,0.14092887115135544
12558.0,7,1,269.96,0,0,New Customers,0.5172671995548407
12559.0,310,2,561.71,1,2,Lost,0.40595460295942065
12560.0,4,3,2134.01,0,1,Loyal Customers,0.3015511417178385
12561.0,302,1,238.85,1,2,Lost,0.517324206036566
12562.0,7,7,3781.7400000000002,0,1,Loyal Customers,0.06644081160025732
12564.0,260,1,456.9,1,2,Lost,0.5169246381751029
12565.0,288,1,145.92,1,2,Lost,0.5174944898239164
12566.0,85,1,351.65,0,2,Lost,0.5171175073036065
12567.0,22,10,9401.28,0,4,Champions,0.017516493580076092
12569.0,1,32,4124.69,0,4,Champions,9.78786042829337e-07
12571.0,39,2,519.61,0,0,New Customers,0.4060291097760628
12572.0,8,2,1020.42,0,0,New Customers,0.4051430784718464
12573.0,226,1,160.54000000000002,1,2,Lost,0.5174677005843155
12574.0,315,1,218.45,1,2,Lost,0.5173615870913558
12576.0,35,5,1315.83,0,1,Loyal Customers,0.1506825733498529
12577.0,34,3,657.8,0,3,At Risk,0.30383767920006083
12578.0,20,2,2794.51,0,1,Loyal Customers,0.4020093695373079
12579.0,77,1,440.42,0,2,Lost,0.5169548378752025
12580.0,246,1,415.7,1,2,Lost,0.5170001371930694
12581.0,39,1,197.71,0,0,New Customers,0.5173995909645241
12582.0,238,2,511.36,1,2,Lost,0.406043710787576
12583.0,2,15,7281.38,0,4,Champions,0.0019272495365596927
12584.0,3,9,2338.15,0,1,Loyal Customers,0.028541523563085865
12585.0,233,2,2040.1,1,3,At Risk,0.40334097859313484
12586.0,16,1,196.94000000000003,0,0,New Customers,0.517401001904834
12587.0,7,1,144.0,0,0,New Customers,0.5174980079655622
12588.0,38,1,214.89999999999998,0,0,New Customers,0.5173680921080135
12589.0,28,2,646.68,0,0,New Customers,0.40580423980284563
12590.0,210,2,9864.26,1,3,At Risk,0.3896031459908188
12591.0,316,1,452.84999999999997,1,2,Lost,0.5169320598361689
12592.0,91,2,437.6,1,3,At Risk,0.40617426005836516
12593.0,108,3,418.09999999999997,1,3,At Risk,0.30420987728915627
12594.0,37,10,3338.2200000000003,0,1,Loyal Customers,0.01829887760072053
12596.0,50,2,618.27,0,3,At Risk,0.40585451225644265
12597.0,18,4,3811.22,0,1,Loyal Customers,0.2141818238771482
12598.0,9,8,3023.08,0,1,Loyal Customers,0.04373881465828105
12599.0,28,7,1032.58,0,1,Loyal Customers,0.06770316676959118
12600.0,28,10,2599.04,0,1,Loyal Customers,0.01839657732748772
12601.0,189,5,577.0600000000001,1,3,At Risk,0.15137770759969627
12602.0,58,1,153.12,0,2,Lost,0.5174812967773003
12603.0,21,1,739.1999999999999,0,0,New Customers,0.5164073026972209
12604.0,78,2,254.18,0,2,Lost,0.40649895616647674
12607.0,59,1,1579.51,0,3,At Risk,0.5148671690840753
12609.0,77,3,1126.85,0,3,At Risk,0.3031100972665158
12610.0,22,5,2099.54,0,1,Loyal Customers,0.14994802594762308
12611.0,51,1,1193.32,0,3,At Risk,0.5155750211318247
12612.0,73,1,704.0400000000001,0,3,At Risk,0.5164717379188432
12613.0,56,5,3344.38,0,1,Loyal Customers,0.14878734092202703
12614.0,277,1,315.6,1,2,Lost,0.5171835672463801
12615.0,1,4,2291.19,0,1,Loyal Customers,0.21606522726805
12616.0,94,2,713.3,1,3,At Risk,0.40568636121044904
12617.0,28,1,355.53,0,0,New Customers,0.5171103973489585
12618.0,21,1,177.31,0,0,New Customers,0.5174369716270193
12619.0,15,9,3641.24,0,1,Loyal Customers,0.02827757267189272
12620.0,14,3,1339.41,0,1,Loyal Customers,0.3027807023739179
12621.0,1,20,13689.67,0,4,Champions,0.00019641042882766446
12622.0,231,1,180.1,1,2,Lost,0.5174318592832181
12623.0,275,1,305.1,1,2,Lost,0.5172028078935712
12624.0,105,2,641.13,1,3,At Risk,0.4058140605599548
12625.0,211,2,2683.82,1,3,At Risk,0.40220465849167
12626.0,22,9,6620.48,0,1,Loyal Customers,0.027682978211983313
12627.0,10,7,4478.53,0,1,Loyal Customers,0.06612435059495358
12628.0,3,3,786.46,0,0,New Customers,0.30363800616345654
12630.0,9,2,1270.88,0,0,New Customers,0.40470019683029984
12631.0,56,1,640.5,0,0,New Customers,0.5165881817494612
12633.0,58,4,2163.98,0,3,At Risk,0.21622339043408328
12635.0,89,2,1689.18,0,3,At Risk,0.4039608744711598
12637.0,66,8,6021.9,0,1,Loyal Customers,0.04282755559591332
12638.0,32,1,671.69,0,0,New Customers,0.5165310229703541
12639.0,238,1,486.1,1,2,Lost,0.5168711286942969
12640.0,23,3,1174.58,0,3,At Risk,0.3030361145543134
12641.0,114,1,185.9,1,2,Lost,0.5174212314600547
12642.0,24,3,1013.26,0,3,At Risk,0.3032862056885179
12643.0,127,6,3344.64,1,3,At Risk,0.1004878675316864
12644.0,129,1,477.91,1,2,Lost,0.5168861370432457
12645.0,33,4,1775.18,0,1,Loyal Customers,0.21670731414485
12646.0,4,2,1346.97,0,0,New Customers,0.40456567963316226
12647.0,21,12,3722.82,0,1,Loyal Customers,0.007535179413070617
12648.0,154,1,318.05,1,2,Lost,0.5171790777547022
12649.0,106,3,623.51,1,3,At Risk,0.30389090782616324
12650.0,2,1,314.44,0,0,New Customers,0.5171856928822888
12651.0,334,1,114.0,1,2,Lost,0.5175529787032439
12652.0,330,1,919.98,1,2,Lost,0.5160759915313525
12653.0,148,2,2209.85,1,3,At Risk,0.40304122790523433
12654.0,10,5,601.98,0,1,Loyal Customers,0.15135421663231247
12656.0,16,5,4051.17,0,1,Loyal Customers,0.14813163778722652
12657.0,10,4,1643.18,0,1,Loyal Customers,0.2168717872625597
12658.0,18,1,686.05,0,0,New Customers,0.5165047066957034
12659.0,29,1,91.68,0,0,New Customers,0.517593876656523
12660.0,10,1,245.1,0,0,New Customers,0.5173127534687035
12662.0,0,11,3849.78,0,4,Champions,0.011729250592462341
12664.0,7,9,4881.88,0,1,Loyal Customers,0.028028474723075097
12665.0,324,1,63.0,1,2,Lost,0.51764642798156
12667.0,57,1,620.13,0,0,New Customers,0.5166255115675275
12668.0,11,4,3807.15,0,1,Loyal Customers,0.21418685085522302
12669.0,150,3,2744.0299999999997,1,3,At Risk,0.30060912744148044
12670.0,9,5,2996.05,0,1,Loyal Customers,0.1491113737140656
12672.0,329,1,225.89999999999998,1,2,Lost,0.5173479356992406
12673.0,4,2,610.52,0,0,New Customers,0.40586822648559145
12674.0,38,4,1970.6,0,1,Loyal Customers,0.21646398486831084
12676.0,24,6,1331.39,0,1,Loyal Customers,0.10183120646770195
12678.0,41,12,17628.46,0,4,Champions,0.0068091554884785145
12679.0,58,4,1113.02,0,3,At Risk,0.21753328015103435
12680.0,0,4,862.81,0,1,Loyal Customers,0.2178459785247807
12681.0,14,22,13787.54,0,4,Champions,8.017928195914367e-05
12682.0,3,31,12288.22,0,4,Champions,1.4424158493216472e-06
12683.0,3,15,8476.57,0,4,Champions,0.0019104520064230157
12684.0,7,7,2283.63,0,1,Loyal Customers,0.06712597678100941
12685.0,27,6,2863.08,0,1,Loyal Customers,0.10080774848892028
12686.0,371,1,89.14,1,2,Lost,0.5175985307993605
12688.0,113,1,4873.8099999999995,1,3,At Risk,0.5088268738612229
12689.0,25,2,1247.61,0,3,At Risk,0.4047413380152917
12690.0,205,1,389.01,1,2,Lost,0.517049046215683
12691.0,27,6,1035.8,0,1,Loyal Customers,0.10202977383172296
12693.0,126,4,855.91,1,3,At Risk,0.21785460634957374
12694.0,69,2,869.67,0,3,At Risk,0.40540972012156945
12695.0,6,4,582.1,0,0,New Customers,0.21819717993479643
12697.0,28,3,957.59,0,3,At Risk,0.30337253680893805
12700.0,7,4,4939.99,0,1,Loyal Customers,0.2127909592697833
12701.0,79,2,797.71,0,3,At Risk,0.4055370202942766
12702.0,19,1,219.0,0,0,New Customers,0.5173605792713472
12703.0,70,1,283.55,0,2,Lost,0.51724229687154
12704.0,6,8,2340.84,0,1,Loyal Customers,0.04394869762605361
12705.0,14,9,6868.29,0,1,Loyal Customers,0.02763407124478638
12707.0,291,1,603.42,1,2,Lost,0.5166561339749066
12708.0,29,10,2712.91,0,1,Loyal Customers,0.018381493490211107
12709.0,14,15,9736.52,0,4,Champions,0.0018929025137756253
12710.0,96,3,1149.02,1,3,At Risk,0.30307573193413606
12712.0,28,13,4396.13,0,1,Loyal Customers,0.004805296454570748
12713.0,0,1,848.55,0,0,New Customers,0.5162069012824192
12714.0,8,5,4708.86,0,1,Loyal Customers,0.14752363162518933
12715.0,105,1,353.86,1,2,Lost,0.5171134575622465
12716.0,3,2,1053.49,0,0,New Customers,0.40508459282057585
12717.0,150,2,1030.98,1,3,At Risk,0.4051244023860423
12718.0,70,1,238.25,0,2,Lost,0.5173253054821236
12719.0,4,2,644.95,0,0,New Customers,0.40580730103977136
12720.0,2,25,5781.73,0,4,Champions,2.2199378369670223e-05
12721.0,31,6,2656.13,0,1,Loyal Customers,0.10094549461093441
12722.0,84,4,997.63,0,3,At Risk,0.21767744779911186
12723.0,3,5,725.07,0,1,Loyal Customers,0.15123822913798013
12724.0,4,4,1031.41,0,1,Loyal Customers,0.2176352361102399
12725.0,370,1,427.8,1,2,Lost,0.5169779640181354
12726.0,27,7,2609.1,0,1,Loyal Customers,0.06697656674006766
12727.0,10,7,3980.7,0,1,Loyal Customers,0.0663503067522997
12728.0,70,4,836.33,0,3,At Risk,0.21787909070778583
12729.0,113,1,453.01,1,2,Lost,0.5169317666348856
12731.0,23,12,18895.91,0,4,Champions,0.006746541665793397
12732.0,179,1,236.26000000000002,1,2,Lost,0.5173289519753553
12733.0,233,1,383.95,1,2,Lost,0.5170583185525924
12734.0,352,1,110.39999999999999,1,2,Lost,0.5175595751632419
12735.0,314,2,779.5699999999999,1,3,At Risk,0.4055691126986041
12736.0,332,1,234.0,1,2,Lost,0.5173330932166867
12738.0,371,1,155.35,1,2,Lost,0.5174772105926404
12739.0,77,2,1013.04,0,3,At Risk,0.4051561306720835
12740.0,63,1,427.6,0,2,Lost,0.5169783305174384
12743.0,133,2,546.43,1,3,At Risk,0.40598164436306083
12744.0,51,7,21279.29,0,1,Loyal Customers,0.05890613069202614
12747.0,1,11,4196.01,0,4,Champions,0.011699835080484576
12748.0,0,209,33719.73,0,4,Champions,3.047497015464316e-41
12749.0,3,5,4090.88,0,1,Loyal Customers,0.14809486895301854
12750.0,128,1,275.88,1,2,Lost,0.5172563515973752
12752.0,80,1,4366.78,0,3,At Risk,0.509756755605721
12753.0,22,6,21429.39,0,1,Loyal Customers,0.08911170872667006
12754.0,235,3,3010.74,1,3,At Risk,0.30019779210172537
12755.0,280,2,3811.95,1,3,At Risk,0.4002157765096361
12756.0,86,1,112.07999999999998,0,2,Lost,0.5175564968160042
12757.0,15,13,7857.1,0,4,Champions,0.004685352284575623
12758.0,116,2,2791.59,1,3,At Risk,0.40201452085708045
12759.0,51,3,1531.44,0,3,At Risk,0.3024832961108897
12762.0,7,2,1898.52,0,1,Loyal Customers,0.4035910409021021
12763.0,137,2,494.08,1,3,At Risk,0.40607429380818355
12764.0,316,1,1693.88,1,3,At Risk,0.5146575274325018
12766.0,3,7,6989.63,0,4,Champions,0.06499547006558963
12769.0,238,1,1143.6,1,3,At Risk,0.5156661490054094
12770.0,210,1,1351.45,1,3,At Risk,0.5152851902482455
12772.0,59,1,892.47,0,3,At Risk,0.5161264093667411
12775.0,16,5,1386.04,0,1,Loyal Customers,0.15061664714707132
12778.0,19,6,822.23,0,1,Loyal Customers,0.10217345643159477
12779.0,37,8,3981.36,0,1,Loyal Customers,0.04344562601725591
12781.0,63,2,826.74,0,3,At Risk,0.40548566351188914
12782.0,4,5,2330.92,0,1,Loyal Customers,0.1497317251708309
12783.0,1,6,2225.91,0,1,Loyal Customers,0.10123238426707627
12784.0,8,2,574.42,0,0,New Customers,0.40593211018447445
12785.0,363,1,311.95,1,2,Lost,0.5171902556676127
12787.0,9,3,463.66,0,0,New Customers,0.3041391135056069
12789.0,64,1,91.85,0,2,Lost,0.5175935651586651
12790.0,191,1,324.92,1,2,Lost,0.5171664888387589
12791.0,373,1,192.60000000000002,1,2,Lost,0.517408954472299
12792.0,256,1,400.53999999999996,1,2,Lost,0.5170279177045329
12793.0,334,2,545.48,1,2,Lost,0.4059833256209895
12794.0,52,2,860.41,0,3,At Risk,0.4054261007263645
12795.0,18,1,430.48,0,0,New Customers,0.516973052925715
12797.0,365,1,254.03,1,2,Lost,0.517296390008186
12798.0,9,3,6977.04,0,1,Loyal Customers,0.2941189098530046
12802.0,186,1,427.58,1,2,Lost,0.5169783671673677
12808.0,36,3,483.65000000000003,0,0,New Customers,0.3041080679662589
12809.0,177,1,489.31,1,2,Lost,0.5168652462928153
12811.0,260,3,514.85,1,3,At Risk,0.3040596162629233
12812.0,44,1,229.64000000000001,0,0,New Customers,0.5173410825073946
12814.0,101,1,125.92,1,2,Lost,0.5175311370475982
12815.0,147,2,1063.46,1,3,At Risk,0.40506696099519823
12816.0,95,2,572.2,1,3,At Risk,0.405936038870456
12817.0,280,1,166.04,1,2,Lost,0.5174576225270012
12818.0,261,1,1542.08,1,3,At Risk,0.5149357776131704
12820.0,2,4,942.34,0,1,Loyal Customers,0.21774655126248596
12821.0,213,1,92.72,1,2,Lost,0.5175919710223544
12822.0,70,2,948.88,0,3,At Risk,0.40526960910722626
12823.0,74,5,1759.5,0,3,At Risk,0.15026637219310707
12824.0,59,1,397.12,0,2,Lost,0.5170341847974559
12826.0,2,7,1474.72,0,1,Loyal Customers,0.06749865510730713
12827.0,5,3,430.15000000000003,0,0,New Customers,0.30419116033012245
12828.0,2,6,1018.71,0,1,Loyal Customers,0.10204126480439595
12829.0,336,2,293.0,1,2,Lost,0.4064302288994918
12830.0,37,6,6814.64,0,1,Loyal Customers,0.09820944016510115
12831.0,261,1,215.05,1,2,Lost,0.5173678172482737
12832.0,31,2,383.03,0,0,New Customers,0.40627085310731564
12833.0,144,1,417.38,1,2,Lost,0.5169970586074919
12834.0,282,1,312.38,1,2,Lost,0.5171894677169381
12836.0,58,4,2612.86,0,3,At Risk,0.2156656614106492
12837.0,172,1,134.1,1,2,Lost,0.5175161483558827
12838.0,33,2,683.13,0,0,New Customers,0.40573974318984884
12839.0,2,14,5591.42,0,4,Champions,0.0030496901818775567
12840.0,143,4,2726.77,1,3,At Risk,0.2155242953884698
12841.0,4,25,4022.35,0,4,Champions,2.2487848944419388e-05
12842.0,69,2,1118.99,0,3,At Risk,0.40496876133878473
12843.0,65,8,1702.26,0,1,Loyal Customers,0.044146019420851355
12844.0,28,2,325.96000000000004,0,0,New Customers,0.40637187910360234
12845.0,266,4,354.09,1,3,At Risk,0.2184827476978355
12847.0,21,1,871.54,0,0,New Customers,0.5161647677544906
12849.0,30,2,1050.8899999999999,0,3,At Risk,0.40508919092964035
12851.0,96,1,135.18,1,2,Lost,0.5175141694064541
12852.0,294,1,311.55,1,2,Lost,0.5171909886449074
12853.0,134,6,1957.1000000000001,1,3,At Risk,0.10141200568314708
12854.0,78,3,1324.5,0,3,At Risk,0.3028038011409054
12855.0,372,1,38.1,1,2,Lost,0.5176920527694072
12856.0,7,6,2179.93,0,1,Loyal Customers,0.10126308851580777
12857.0,210,2,1106.4,1,3,At Risk,0.40499102492004585
12863.0,51,1,521.2,0,0,New Customers,0.5168068068543968
12864.0,137,1,147.12,1,2,Lost,0.5174922909845069
12865.0,25,2,1568.23,0,3,At Risk,0.404174602327974
12866.0,282,1,559.12,1,2,Lost,0.5167373166511713
12867.0,25,7,4036.82,0,1,Loyal Customers,0.06632479905892553
12868.0,185,6,1607.0600000000002,1,3,At Risk,0.10164632953743648
12871.0,83,2,380.64,0,2,Lost,0.4062750837548281
12872.0,326,2,599.97,1,2,Lost,0.4058868957690119
12873.0,281,1,374.0,1,2,Lost,0.5170765516709451
12875.0,142,2,343.2300000000001,1,2,Lost,0.40634130670672963
12876.0,57,2,2218.02,0,3,At Risk,0.40302680284831677
12877.0,3,12,1535.77,0,1,Loyal Customers,0.007656157986034647
12878.0,235,2,854.99,1,3,At Risk,0.4054356886078506
12879.0,44,3,573.22,0,3,At Risk,0.30396898287568436
12881.0,275,1,298.0,1,2,Lost,0.5172158182070539
12882.0,8,2,1463.04,0,0,New Customers,0.40436051062943096
12883.0,24,4,703.47,0,3,At Risk,0.21804528164291545
12884.0,87,1,309.05,0,2,Lost,0.5171955697513243
12885.0,62,3,1175.22,0,3,At Risk,0.3030351226074053
12886.0,67,2,1378.4,0,3,At Risk,0.4045101196746542
12888.0,213,2,354.12,1,2,Lost,0.40632202894422487
12890.0,23,1,380.46999999999997,0,0,New Customers,0.5170646955679977
12891.0,185,3,331.0,1,2,Lost,0.3043451867786715
12893.0,30,1,188.14,0,0,New Customers,0.5174171269172342
